G,T,M,P,Y_star,r_star
176.91318,112.179245,0.8990154,0.7454046,144.2984,70.94313
150.29802,145.44388,2.5514507,1.242001,112.24308,54.06723
190.15486,72.19049,2.803637,0.64196205,175.4108,83.33812
137.22519,92.1071,0.8590257,1.7344071,123.53677,61.273106
265.89087,108.858475,2.4582253,1.966088,209.34024,103.41984
171.75035,117.08209,1.5470289,0.96331596,139.08069,67.93441
272.57495,51.339287,1.7381988,1.385932,238.77124,118.13143
295.18506,117.77093,2.2820606,1.0848646,227.66399,111.72845
114.10113,70.5137,1.5221028,1.0683048,117.601776,57.3761
83.811356,106.567505,2.8120542,1.8455234,80.655914,38.80424
275.28775,133.82748,2.5190823,0.55315757,210.07095,100.481445
272.95172,95.01924,0.93858516,1.1472988,219.69737,109.03062
79.55659,98.41826,0.9892969,1.2469243,80.06601,39.239613
165.3371,96.26424,0.5115,0.58852375,142.36916,70.315445
51.73421,141.72412,2.1502075,1.5583942,42.4709,19.855686
72.67511,128.41647,0.80976653,1.750148,61.82185,30.44824
199.14282,108.40846,0.70227623,0.6542314,161.60327,79.72822
208.25432,69.90924,0.9487911,1.5401887,183.95775,91.36284
201.49763,72.84815,0.5141603,1.2014754,177.6033,88.37371
140.97942,139.82774,0.73219615,1.9526668,105.59479,52.422424
290.3222,135.97104,2.8649561,0.5432231,220.91968,105.185844
192.87224,128.9505,2.4482317,1.8867409,148.64082,73.022804
101.2394,61.014133,2.8575325,0.9713737,114.653145,54.38483
167.92328,138.93964,1.1436486,1.8822353,125.55336,62.169075
205.01816,95.220406,1.2373106,0.867422,171.95625,84.551704
218.77408,136.83786,1.3114152,1.3770318,163.26862,80.68195
86.6149,143.42747,1.7744131,1.4249582,66.463486,31.986507
221.8487,105.48055,0.8527932,1.7152894,178.25336,88.62951
111.13979,79.19408,1.9332526,1.6015315,111.45542,54.52059
71.132454,147.03253,0.9488765,1.6691504,52.89278,25.87791
106.724075,73.944,1.9475251,1.0921214,111.3744,53.903954
295.55115,132.67075,2.894997,0.6566229,224.83322,108.007706
281.85724,52.055496,1.9611238,1.2587087,245.5286,121.206245
286.93555,84.27435,2.6618052,1.9340951,235.08815,116.16784
248.3764,56.407265,0.8597386,1.8987532,218.16974,108.63207
269.4312,77.57119,1.5735953,0.8087056,226.27155,111.18993
158.26878,121.23096,0.9781519,1.7659338,126.170006,62.531105
106.22151,64.1736,1.6113164,1.587317,114.105415,56.03759
237.45708,56.7598,1.252754,1.1142865,211.17839,104.46491
110.22716,135.75177,1.0402646,1.6593844,85.73564,42.240917
90.64177,126.691025,0.5425743,1.2187214,75.3697,37.239635
135.08325,99.45324,1.2865089,1.3413235,119.52112,58.801426
201.2324,64.75196,1.917398,0.7585571,183.88329,89.413956
239.34958,86.753174,1.5300994,1.1576388,199.958,98.657234
126.448875,83.810974,0.58581865,1.9841871,119.10913,59.25932
101.429214,130.87952,2.688973,1.7146242,82.88429,39.873894
191.86163,83.645676,2.6768587,0.64387226,171.42078,81.552956
101.32085,85.59922,0.9963735,1.2075212,101.15112,49.750427
93.617325,64.55704,1.877069,1.7277396,105.039955,51.43356
240.1565,76.450615,2.5800111,0.92904556,207.02876,100.73731
154.00192,127.07243,0.56293964,1.1560589,120.523125,59.7746
289.22314,132.21428,0.6454998,1.6241,214.77824,106.991646
296.59784,107.26436,2.4435816,1.8803385,232.02731,114.71415
212.38818,81.2401,1.7252424,1.93046,182.4511,90.33184
218.01971,148.02454,2.1480474,0.708182,160.90808,77.420876
203.78546,109.868996,1.2301813,0.5432974,165.99472,80.733086
176.95761,80.70018,1.9766382,1.7800304,157.68459,77.731834
165.90845,82.670135,2.579051,1.1919086,150.45284,73.062614
176.71802,93.00246,1.4441906,1.9271365,151.72523,75.11322
221.6781,123.70488,1.3462431,1.7823553,170.68985,84.589615
291.22137,118.28838,0.55976367,0.9572029,222.44136,110.6359
142.60512,136.24803,1.5571146,1.4648658,109.27303,53.57354
122.16053,97.747154,2.5420818,1.5023276,112.06888,54.342342
144.7294,141.35464,0.56866395,0.9815601,107.91092,53.37612
114.60947,79.690636,1.6534417,1.9238493,113.22427,55.75268
196.25484,76.97234,2.6611686,1.3115417,174.37828,85.16006
268.30603,81.53513,1.3932316,1.0048717,222.96992,110.09849
272.7472,53.0896,1.2881646,0.5649495,239.60979,117.52476
232.39069,67.178,1.3729603,1.8502415,202.54855,100.532234
83.00856,54.75626,1.2435536,0.50629985,103.619385,49.353523
107.9119,97.04512,1.8996078,1.8208596,101.265236,49.589367
147.53607,100.471375,0.5464951,0.98732626,127.40021,63.146584
151.95947,87.022896,2.2276716,1.1126971,138.39272,67.19432
185.28096,65.83082,1.4343052,1.3513144,169.93233,83.90477
60.253563,145.36443,1.5908519,1.987259,46.168545,22.283743
213.9056,83.43299,1.6656636,0.75628126,184.46475,90.029945
79.64099,123.827644,2.4482932,0.7173476,72.97882,33.076435
95.90692,134.82051,0.9735443,1.7008119,75.82815,37.341675
71.07719,67.13216,0.61252034,0.88573563,87.272125,42.94452
283.91498,93.74884,0.8458135,0.9739975,228.14464,113.20391
56.632523,128.89836,0.83301187,1.6835731,50.202206,24.60631
269.29584,148.46796,1.1414144,0.9391141,194.74704,96.15812
170.79788,93.69194,2.7372694,1.6967261,148.43517,72.604324
160.46265,136.23117,0.7829811,0.95748955,121.68531,60.024906
253.18481,60.75669,1.0152152,1.8269018,219.88727,109.38795
163.44655,67.51303,0.7309954,1.9971433,152.622,75.94496
253.39426,141.11676,1.1220462,1.3537383,185.98709,92.16467
265.37686,95.26602,1.7149085,1.0003175,215.46138,106.01635
66.47374,149.39612,0.98779297,1.6718922,48.58408,23.701218
223.09799,103.635864,1.7632126,1.4596314,180.95172,89.26789
198.59738,79.26454,2.1724236,1.2532556,174.64679,85.589966
201.87646,147.48578,1.5373269,1.9191146,146.41937,72.40862
193.24893,143.72418,2.2893248,1.2066193,143.43501,69.820206
209.19138,104.640305,2.0368345,1.5136282,170.78464,84.04667
114.866646,69.689735,2.9575098,1.0266337,120.58168,57.41006
159.00735,97.83515,1.686183,1.1139294,138.09547,67.534035
293.765,75.954155,2.8334491,1.2177165,244.89014,120.118225
258.9812,136.43405,2.685616,1.3004639,193.75072,94.810234
170.30396,102.31618,2.3475606,1.5779902,144.20688,70.615746
57.43364,110.52608,2.457417,1.8157605,59.87482,28.58403
180.47847,130.32324,0.91287273,1.7097759,138.10883,68.52049
89.87831,116.56207,0.9128179,0.93454635,79.924675,38.985596
276.64893,68.78668,2.2838042,1.9222511,234.10934,115.86659
99.114075,141.53621,2.2038767,1.7565951,76.215416,36.85309
165.9748,130.71722,2.8780446,1.520368,129.52174,62.86788
147.25717,69.13319,1.587249,1.3318503,141.54343,69.57994
197.24423,137.80515,1.5202138,0.8255434,148.74576,72.53142
292.62845,114.18517,2.6069212,0.80236673,229.01103,111.25646
186.8774,90.157555,1.7903693,1.2537601,161.17065,79.1573
247.39551,64.24184,2.923528,0.692134,219.49878,105.525444
272.0277,91.70386,1.1124084,1.5131046,220.33981,109.43474
275.91388,50.977833,1.3398725,0.5691967,242.88223,119.08714
131.83107,128.53806,1.80401,0.5812155,107.79709,50.7947
147.04291,136.21268,2.4166803,0.913131,114.720345,54.713585
235.24222,85.605095,0.6541653,1.6815414,196.18373,97.70283
140.89154,146.35248,1.400105,1.8372492,103.288704,50.882282
233.533,81.48543,2.657799,0.6196058,202.30052,96.86077
147.69153,108.56242,2.0102768,0.7763507,126.952034,60.88663
90.21846,65.1553,2.6337233,1.4163837,103.46016,49.870605
225.88042,97.88608,1.3265815,1.1133049,185.3799,91.498405
194.16475,120.211494,0.96202254,0.6353712,153.61858,75.295204
230.73105,121.53673,0.8966148,1.458349,177.8847,88.32756
299.18576,98.32338,1.0472119,0.6257196,238.24211,117.44745
260.3416,74.78688,0.8106153,1.2969391,219.08539,108.91766
293.49762,134.94928,2.3694615,1.5557314,218.26721,107.61058
181.69035,133.1033,2.0859818,1.9418027,138.55492,68.2032
67.47343,108.024025,0.9502195,0.6099221,68.410645,32.647377
87.3091,77.0062,2.895746,1.8100225,95.9322,46.36625
97.35329,110.60127,2.1058738,1.3543622,88.6445,42.76736
64.843956,100.1337,2.2151966,1.9029924,69.351326,33.5116
112.344055,145.68015,1.2233086,1.9882596,82.976074,40.87277
59.92903,107.40964,2.6154222,1.0629466,64.57452,29.82672
59.673088,103.85647,0.868264,1.1331911,63.494022,30.980799
100.30568,103.41798,2.6611588,1.0686959,95.1679,45.09386
51.770763,126.60046,1.0707325,1.8398669,47.838867,23.33747
98.273445,99.38221,2.28092,0.9252193,95.41048,45.239964
222.66359,142.85721,1.297795,1.7453053,163.16887,80.84086
279.2566,126.04949,2.5620866,1.5584618,212.08206,104.39703
137.81714,62.218647,0.701661,1.9551979,136.57405,67.92816
138.64015,99.99943,1.5062766,1.7812278,121.66555,59.987133
241.74417,57.559658,1.4126046,1.8586768,213.37741,105.9287
113.32864,61.609573,1.002535,0.63353384,121.09127,58.963196
115.89593,109.71466,1.1360073,0.8552419,101.94551,49.644466
252.01619,111.23593,1.3992436,0.71786964,199.40921,97.75547
66.087296,95.62439,1.8796114,1.6224028,72.16409,34.92351
190.28435,147.52313,2.6372576,1.4025745,139.66502,67.952225
285.42273,73.13941,1.544591,1.5358739,238.2503,118.119484
196.4358,79.045715,2.9752507,1.531497,173.49559,84.80507
208.99298,91.99272,1.1551623,1.2817442,175.42847,86.81298
102.20111,100.303154,1.1064814,1.5362103,95.32837,46.94393
173.27542,95.76488,1.6847967,0.84330904,149.86583,72.93508
181.87306,145.01944,1.5237081,1.7372696,133.29681,65.77133
205.67929,78.88268,2.1470408,0.6043084,182.46819,87.6812
223.56825,73.84625,2.9049826,0.56085634,199.72827,94.68459
283.61597,104.2975,2.1779876,1.50471,224.2374,110.67126
79.58757,137.55411,0.70403814,1.9541142,62.696903,30.988169
178.74692,111.86778,1.3229266,0.97562075,145.95589,71.62195
112.54546,126.93663,1.5016694,1.956482,91.37039,44.917664
76.11701,109.67926,0.6117544,0.9837719,72.53797,35.647133
164.9903,142.61443,2.1364853,0.6800672,125.503426,59.61013
64.97039,130.03119,2.8411322,1.1333915,58.546562,26.766525
262.2374,135.77844,2.3708172,1.6647836,195.44182,96.2968
189.47685,93.2655,1.7252483,0.8596182,162.5225,79.25427
107.63024,58.605225,1.6548358,1.9533379,117.25819,57.781914
240.32239,76.281784,1.1646329,0.9145982,205.07144,101.26237
56.696507,117.03342,1.6111331,0.91802394,57.133198,26.811588
126.6501,135.07733,2.846296,0.93764174,101.19633,47.562584
150.64766,80.46478,1.107347,0.6787676,139.73686,68.23702
68.78122,141.37094,1.949982,1.9496211,54.25644,26.128036
95.51396,107.18631,0.83284813,0.82626784,88.012924,42.9985
154.59767,100.1986,1.4081728,0.9125654,133.9748,65.4443
269.84558,101.94922,1.8223834,1.0227506,215.88557,106.16091
295.7068,91.16637,0.8061259,1.8813479,237.04567,118.094345
254.5328,146.80942,2.0896237,1.599885,185.04242,91.21509
100.3595,102.17175,0.67659533,1.5261414,92.81652,45.964916
93.22235,130.62544,1.23937,1.0527781,76.57253,37.109035
284.08667,57.79931,2.6198726,1.6290318,244.7311,120.75732
219.21468,74.23895,2.9225676,1.3860526,192.06314,93.92302
178.32097,105.62183,1.6522698,1.847558,147.66891,72.94015
191.91652,139.92499,0.85657275,1.4164941,142.26497,70.52776
74.5379,123.80437,0.7236587,1.8004725,65.04223,32.119194
133.26431,109.52298,1.4428098,1.7675929,113.70216,56.03483
295.32727,50.60042,1.1121149,1.381063,254.69821,126.54386
144.17097,100.93997,2.743639,0.5312984,131.38217,60.52706
168.72949,66.99492,0.85891384,1.4026022,156.96948,77.87237
71.20862,57.306404,2.5024168,0.6841234,95.81463,44.249462
105.07411,106.83717,1.9876614,1.3788574,95.61062,46.363777
172.44754,68.36473,1.36981,1.1660099,159.84161,78.746025
97.35507,145.38196,2.768934,1.8467492,73.66043,35.33086
159.49881,72.82291,2.4456115,0.7116551,151.91295,72.51994
225.8699,116.1134,1.7062807,0.6229923,179.77112,87.146706
52.727837,129.34814,0.9027775,1.58428,47.327576,23.09396
212.12651,61.13814,1.382093,1.7451974,190.73395,94.57503
92.34898,125.589005,2.1530342,1.086767,79.255615,37.646664
113.99362,93.30519,2.8330877,1.4529952,108.50725,52.3038
222.98871,125.908134,1.3281775,1.8519177,170.62729,84.59645
274.39,148.38673,1.2305211,1.3246047,198.0114,98.076706
140.83643,78.69173,0.5286865,1.0403752,131.88408,65.433876
123.67886,78.3448,2.5183048,1.6836536,121.18818,59.098354
61.97052,139.72746,2.9700325,1.9259448,50.870197,23.89298
110.54279,105.56003,2.6105983,1.1226932,101.32669,48.338047
65.54538,95.01337,1.0534856,1.7588784,71.23947,35.020782
146.39119,137.93341,2.6454725,1.3125755,112.61579,54.292408
200.50693,75.8428,1.3710395,1.0929596,176.79294,87.14204
57.890537,97.53119,2.403524,1.184544,66.73569,31.338776
284.1392,134.34378,2.480894,0.5219176,216.45694,103.475075
253.42386,119.54055,0.7308816,1.6097939,194.7197,96.90582
52.631767,67.659256,2.0593355,0.8417784,76.377884,35.742527
115.295876,112.99583,2.2490287,0.61125445,103.46937,48.055317
215.7694,61.878162,0.9985403,1.1460184,193.1322,95.6948
149.31755,72.84633,2.9056864,0.944425,144.11652,68.981575
161.37793,132.15059,2.7258444,0.7726301,127.95969,60.451847
118.56054,86.674385,2.7947063,1.0921043,115.48138,55.18168
275.40247,74.53214,1.7387238,1.1708452,231.18088,114.10541
105.12522,103.54411,1.0812018,1.4779489,96.0442,47.290535
278.6596,112.21852,1.0669011,1.3527942,216.36131,107.39198
183.06528,68.91916,2.1918092,1.1497926,168.23306,82.21027
200.12773,66.28183,1.5016643,1.4150976,180.34358,89.110596
272.51648,51.57654,2.7435224,0.76472354,241.96124,117.39303
154.4043,112.919174,2.7968807,1.8846164,128.30064,62.666264
103.832085,67.738525,1.8464613,1.6172497,111.05173,54.384136
154.78322,103.81042,0.726644,1.7244695,130.95695,65.05709
276.38165,88.81709,2.246163,0.58104295,229.1592,110.71386
82.25159,67.307,2.868619,1.7619342,96.51688,46.630318
203.37256,84.04506,1.4360383,1.3825722,175.01633,86.4695
52.151073,61.5655,1.0958114,0.5252253,78.13179,36.97953
240.53777,73.533356,1.4575915,1.9621482,205.64532,102.07981
221.18347,98.44144,1.9290879,1.2343049,182.31743,89.59582
180.29903,57.254242,0.82254505,1.3938375,169.37625,84.097984
228.64914,56.14833,2.4175458,1.8704765,205.38936,101.4022
175.1406,137.45303,2.284308,1.7336614,132.36,64.86238
244.1691,104.7049,1.2720853,1.9172559,194.7665,96.71978
76.04744,77.88731,1.2869439,0.5499768,88.5679,41.943947
156.64343,98.33757,1.1568856,1.9914767,134.85909,66.848625
230.45183,137.07825,2.7271204,1.4326872,172.86563,84.52931
299.4771,58.28672,2.491367,1.2597404,256.0432,126.04389
238.67393,73.49082,2.105287,0.6607107,207.82303,100.72511
84.103195,63.842976,1.693936,0.84668356,99.85624,47.927456
271.1371,96.36495,2.0622668,1.9781158,218.14514,108.03003
147.12521,98.27936,2.956,1.8076365,129.59154,63.16049
148.3107,61.03471,2.1457722,1.8346347,145.73505,71.69793
61.38629,134.7042,1.1265872,1.1869715,51.758583,24.93017
155.32321,61.60401,2.2335377,0.83223,152.66315,73.64777
263.41583,146.6818,1.2539492,1.4251206,190.8332,94.53673
192.4306,65.58155,1.7056136,0.8926219,176.35948,86.268936
102.19325,93.14772,0.9449034,0.76179254,99.1324,48.325832
213.47652,109.34935,1.7134283,1.4922246,171.54526,84.624405
134.91945,77.77613,1.8152112,1.8382683,128.73476,63.379932
289.12427,145.9821,0.9919031,0.6746423,210.33966,103.69957
66.50568,65.52829,2.5536253,0.5870589,89.92031,40.61029
135.51556,97.22858,2.904486,1.3513327,122.48367,59.092476
54.303307,63.28695,0.70445436,0.9857482,76.97174,37.771217
125.771225,113.87953,2.1122055,0.84894717,108.87113,51.94753
214.40596,142.62936,0.8864953,1.09649,157.46089,77.92199
295.32684,146.3793,1.5015529,1.2066278,214.27722,105.89419
195.99329,105.935684,2.3487704,1.041997,162.1001,78.79591
297.5448,74.967735,1.7280573,1.805406,246.05606,122.07086
199.45651,148.59225,2.12879,1.6656042,144.8981,71.17095
247.192,103.73152,1.345001,1.4858948,197.68817,97.93891
275.20776,133.82886,2.942905,1.0094962,207.67207,100.920815
279.49042,74.02913,1.1631392,1.1831486,233.5994,115.81659
105.03453,76.795334,1.9839567,1.73624,108.03049,52.87257
289.92377,58.493332,1.8783092,1.3121854,248.35045,122.74379
250.72069,146.0063,2.6014717,0.5264525,187.85706,88.987045
116.55263,108.29421,1.8776472,1.3212625,103.155914,50.156864
115.34958,64.09053,2.503649,1.6427238,121.388145,59.170002
70.15672,104.29444,2.0720665,1.0576217,72.498856,34.290257
206.39215,78.55474,2.5470226,1.1099882,181.32045,88.36556
73.68134,102.49782,1.7657986,1.1482514,75.184494,36.054424
227.80309,116.59615,2.167103,1.7109032,178.84193,88.15431
214.47472,75.18826,2.9830248,1.869298,187.5381,92.173256
66.39973,108.72497,1.3427553,0.6614259,68.01781,31.97881
209.0626,68.430916,1.2413394,1.74414,185.30536,91.940956
164.83368,109.63479,2.6573868,1.5571208,137.4757,67.03126
232.10222,51.723183,2.2279987,1.5125469,210.01025,103.5321
246.7237,107.967575,0.57011425,0.82395947,195.23357,96.92486
50.73187,149.67596,2.1945786,0.8218237,40.190742,17.424995
289.63736,146.05563,0.52405715,1.9947252,208.94962,104.21206
279.83026,118.23906,1.0713465,1.4419277,214.552,106.53302
224.73546,136.79147,2.23918,1.0830845,169.13956,82.50237
60.754868,148.61288,2.4084687,1.098093,47.124126,21.368742
130.34741,114.168465,1.4677564,1.752134,109.65837,53.99149
138.7739,116.67591,2.8080828,1.0631692,117.17916,55.948338
142.87526,106.50171,2.99223,1.7567185,123.12917,59.86128
245.49039,144.26648,2.7247183,1.0373559,181.55975,88.1533
220.44632,142.95203,0.60192823,1.4272803,161.0847,80.12061
274.0224,76.486984,1.2953279,1.4475763,228.5142,113.36227
128.1846,97.94452,1.826051,0.8658252,116.8828,56.332386
217.06747,74.80784,2.765965,1.2685387,190.38829,93.013725
219.4744,117.94151,1.5403156,1.3998015,172.07878,84.93899
70.92615,51.55041,2.0111241,0.51649684,98.41675,45.314598
53.747524,117.69341,2.4079275,1.1022944,55.357437,25.494247
110.13887,86.27758,1.0960009,1.3214056,107.16511,52.753136
260.56845,118.13261,0.99300563,1.8677261,200.5373,99.73698
57.317543,115.605316,2.9861674,1.416082,58.69419,27.238338
66.19577,75.119064,1.722108,0.61252975,83.3909,38.883984
245.02507,125.94053,2.6344848,1.0301788,188.98242,91.93389
242.44112,121.232506,0.5311351,1.9925538,185.88199,92.6744
277.79907,57.49796,1.2728765,1.1524018,239.64958,118.72023
80.63266,149.8876,2.6271083,1.8158097,59.709778,28.408092
83.51253,143.03766,1.6289823,1.3360499,64.37746,30.969471
239.12334,131.10912,2.1710315,1.7421297,180.67871,89.093185
283.7038,94.925,0.70285,0.9276984,227.33147,112.9081
249.79236,117.714386,2.9666584,1.9867946,194.39296,95.70327
194.58151,72.94923,1.1261117,1.4082856,173.15086,85.77582
216.19684,83.01004,1.6867945,1.096452,185.33405,91.12859
293.64084,123.59793,0.9312545,1.8266797,221.78691,110.38366
94.34946,122.2584,1.1954081,1.6198521,80.335976,39.43001
118.24853,119.79926,0.67839104,0.7458714,98.70573,48.443333
262.43335,52.313114,0.6558901,1.196073,230.10158,114.50242
89.47005,141.43396,1.4946303,1.7875451,68.77281,33.55027
106.073425,79.11566,1.1986382,1.4368546,107.33747,52.834522
266.2489,143.27081,2.6733732,1.0128052,196.83258,95.77669
214.44026,141.19756,1.7439523,0.7616923,160.21492,77.81788
215.38376,118.53254,2.7219956,0.72480476,172.69661,82.59279
122.01995,149.8145,1.5406381,1.6669102,88.55698,43.35423
173.27493,128.71101,2.0151937,1.5893736,134.70294,66.08357
289.4041,129.32428,2.9505033,0.585402,222.77843,106.34908
99.97249,83.02139,0.78274965,1.0960046,101.1343,49.852966
175.98277,146.37427,1.2084935,1.4398191,128.45491,63.38812
234.44994,113.104744,2.818627,0.5864252,190.1429,90.26497
88.70547,129.54178,1.4634162,1.8963484,73.23129,35.84394
296.3971,88.69461,1.4133576,1.1700132,239.71164,118.647835
112.54868,136.21104,1.8503172,0.9453306,89.09765,42.591496
144.983,144.3551,1.0789473,1.3335104,107.13438,52.75809
141.17871,61.68743,1.8398974,1.5209527,140.41832,68.999466
93.54263,140.9902,1.2304637,1.4166609,71.91831,35.09059
52.341927,66.95552,2.1465495,1.9612503,74.54113,36.17608
245.48145,65.57633,1.4846556,1.6722101,212.79384,105.509056
208.20926,58.21572,1.3305452,1.1773584,189.67143,93.70562
57.9249,114.44799,1.2791171,1.3776722,57.93787,28.040478
94.546646,62.458633,2.0747604,1.4317384,107.12124,52.11149
298.54602,81.17831,2.3772998,0.95253336,246.30756,120.65801
222.77939,74.86571,0.6072,0.6073359,192.7568,95.37862
225.15558,113.363266,0.8782128,1.1702203,177.59895,88.04902
100.21274,50.911945,0.55035293,0.9643242,114.86214,56.86036
120.200485,77.07793,2.3334951,0.54152614,123.265686,57.32373
156.13074,100.365776,2.6874702,1.5174717,135.32379,65.89088
152.14001,104.49011,0.5489981,0.9353156,129.0142,63.920135
89.34395,77.41878,2.0749507,1.9680587,96.4295,47.160442
185.29811,117.913185,2.003505,1.5182307,147.99248,72.676605
187.42351,67.0123,1.0792093,1.5693976,170.42247,84.52357
159.17236,57.655514,2.0200648,1.4685978,155.23578,76.24237
192.32898,92.891754,2.7138462,1.5425,164.36623,80.42372
125.45617,72.96758,2.9760869,1.7302134,125.08268,60.82127
207.53148,131.51666,2.2905316,1.8009692,157.97511,77.71571
222.14255,65.82406,1.5021441,1.209017,196.52359,97.01933
109.15762,95.80238,1.0387741,1.0373855,102.62777,50.312542
51.05262,120.767685,1.2739267,1.4532005,50.24662,24.246677
240.4293,56.21305,1.7602525,0.91159594,214.68819,105.4131
204.8171,138.706,1.6582047,1.2118909,153.09291,75.17816
111.426506,77.28124,2.6621022,1.4689852,113.34442,54.859993
295.46274,86.39418,0.62036324,1.5851235,238.86353,119.040405
118.469,69.414314,1.8615704,0.5245453,124.22733,58.564735
259.46835,81.36811,1.3524392,1.5404121,216.00246,107.12325
238.41606,80.72052,1.8542395,0.95961523,202.74875,99.442116
70.19899,55.506157,2.9520519,0.7217308,96.48271,44.151104
255.61766,117.08538,1.786568,0.9305955,199.43286,97.79664
60.065884,99.83983,1.5332025,1.2338187,66.17662,31.845669
105.74817,148.91153,1.3263295,1.6193533,77.17096,37.76643
154.16064,133.73383,0.5025774,0.5820284,118.31953,58.29627
90.74419,143.4967,0.6174872,1.453721,68.21121,33.68084
297.11374,114.711334,2.2946484,1.9257389,229.05006,113.33345
149.92755,126.27296,0.98666626,0.82627094,118.96574,58.28874
224.64871,146.81924,2.4596837,1.4292178,164.28513,80.421555
63.38601,141.05197,1.3956096,0.9484867,51.212597,24.134892
246.9583,61.580055,2.2009678,1.4343896,216.48506,106.708115
136.15204,88.78856,2.6624942,1.5747621,125.90027,61.2594
79.91609,51.776756,1.932859,0.7879915,102.68274,48.88847
193.27786,101.89154,2.1791987,1.4294701,160.85136,78.9012
235.55772,82.340515,2.8063445,1.9912964,199.2657,98.223564
283.17462,143.39583,1.3572061,1.3026226,206.58638,102.25128
98.650925,107.90526,2.669275,0.7176289,93.81924,43.190037
113.48697,100.55029,0.6987177,1.2593812,103.04745,50.96891
199.03287,63.83238,2.89462,1.4153954,182.0169,88.96334
208.90765,60.763454,1.3399822,1.4809369,188.75659,93.47347
223.05904,107.87119,1.7029527,1.1959326,179.41734,88.28469
243.6094,75.1559,2.4512348,1.089266,209.29756,102.39842
146.65579,77.03738,1.8417708,0.8770909,139.02367,67.41195
244.44621,135.07172,2.8430173,1.734649,183.34366,90.03286
267.16144,73.93407,1.2006032,0.82632524,225.50491,111.299515
142.3473,77.74476,1.0610371,0.9947179,134.16698,66.01682
263.93216,138.39038,2.8658798,1.7476248,195.84117,96.28072
236.07243,119.53494,0.9955106,0.8975445,183.26416,90.5229
285.2566,71.58962,2.610231,1.1521083,240.59573,118.032265
103.96576,115.14242,2.9538965,0.9509759,93.63762,43.712627
113.27388,125.20687,2.5961645,0.58521575,97.87304,44.500267
138.85764,55.589966,1.2774073,1.6115406,140.77785,69.59626
181.34079,109.34036,1.7315221,0.9169721,149.65228,72.93783
250.02487,111.4235,0.6234995,0.9039015,196.1074,97.36391
103.642166,98.05264,1.0693566,1.0847377,97.70161,47.864967
237.58174,147.94005,1.4912767,1.4554889,172.04776,84.999306
130.20233,66.9512,0.9241279,1.9085321,129.28574,64.15866
250.51366,127.10583,2.4711413,1.9133863,190.59512,94.00605
169.06534,73.43918,2.4049902,1.2602451,156.29893,76.24113
65.48913,57.194687,1.3922963,0.6067503,89.829765,42.620205
106.21927,134.07593,1.5534133,1.3053432,84.39558,41.00774
84.531,76.013885,2.9574509,1.2673305,95.42133,45.377068
236.99532,102.35005,1.673007,1.8834065,190.97275,94.59808
91.18147,126.29512,2.8117049,1.0949814,78.95715,36.910767
164.58522,58.267044,2.9078908,0.54528046,164.49333,76.91383
201.96948,57.20055,1.311529,1.5224757,185.26573,91.77142
106.45067,117.02305,0.5561467,1.0855167,90.90107,44.938206
211.05875,143.59628,2.915959,1.511699,156.25629,76.19923
52.94708,94.709206,1.077934,1.4756681,62.558918,30.548992
85.56145,135.21109,2.9453428,1.5173441,70.22644,33.172108
61.734573,117.57003,0.9520042,1.6648641,58.811577,28.83396
137.19034,114.26514,1.976716,0.72420967,117.2073,55.87417
129.46283,68.1214,2.1195865,0.6391003,132.30217,62.834564
192.89917,147.58592,1.4547255,1.9522008,139.88426,69.19695
151.88568,122.90203,2.7247677,1.9355173,122.114296,59.649376
233.76025,107.73117,0.61665773,0.9539369,186.01028,92.35872
289.59943,135.3652,1.2305778,1.9681166,214.02202,106.38575
219.84889,57.038635,1.5532337,1.3980618,198.46263,98.12032
125.75406,110.7742,2.7073545,1.0529264,110.308624,52.583042
57.951797,76.46357,2.328937,0.84381217,76.852646,35.666298
220.27524,94.92262,2.5540671,0.85087603,185.23216,89.614395
113.067764,116.38165,2.2880502,1.8517946,96.93567,47.23225
238.60954,122.144844,2.874286,0.78900373,187.57751,90.14581
258.5606,111.47032,1.4386975,0.94236743,203.37985,100.16323
223.21506,61.302353,1.3641102,1.9966236,198.4286,98.531105
292.28885,68.708374,1.5783515,0.88361824,246.16875,121.29816
293.72455,100.87303,2.2417343,1.9879453,232.4686,115.106636
201.46748,91.34044,1.3834367,1.5849478,170.29213,84.273186
83.92041,58.149284,2.2091012,1.6220763,101.253296,49.26476
286.68018,149.25832,2.0927117,1.420797,207.19356,102.12388
115.68803,106.28916,2.043914,1.1157404,103.984505,50.16036
115.9558,64.47249,2.7684264,1.5843847,121.976395,59.240875
279.59735,121.9293,1.9490932,1.4733903,213.63254,105.49337
271.8513,121.72496,2.5794792,0.84082025,210.67996,102.27216
212.76892,75.47172,1.4014978,0.63215077,187.08572,91.325806
182.83548,125.07221,0.626712,0.64044845,142.67802,70.360466
69.85426,68.98283,2.5139499,1.1592308,87.71562,41.68916
162.02448,117.32406,2.2684155,1.4645004,131.9485,64.425316
294.8908,147.49525,2.8000932,0.774626,216.8737,104.82208
206.83235,133.00655,2.2276163,1.3881776,157.31273,77.05166
185.70226,124.68445,1.7749814,1.6820415,145.00148,71.445496
149.04362,89.82744,0.8477453,1.6911199,132.9641,65.98076
131.40222,109.386734,0.5648911,0.9697419,112.096596,55.465767
249.50284,117.44829,2.0008645,1.4219266,194.17728,95.68148
182.70856,112.21234,2.769755,0.58501905,153.46436,71.9977
