G,T,M,P,Y_star,r_star
256.32178,89.87039,1.652826,1.7895758,210.1762,104.16453
152.87518,106.976364,1.3422053,0.6506015,130.58244,63.22819
229.61365,79.74844,2.3753505,1.2916269,196.7448,96.53333
226.59624,71.73665,1.1448191,1.0143914,197.00816,97.375496
194.93301,53.858185,2.1910791,0.6281456,185.4246,89.22413
253.54663,59.23456,0.73564994,0.599901,221.75606,109.65173
253.33073,68.61424,0.617162,0.76818603,216.97787,107.68551
290.86542,147.79451,1.0207521,0.7055248,210.77309,103.93974
271.097,110.00575,1.5359755,1.8223464,211.9852,105.14973
143.03792,54.768974,2.1714988,1.1347941,145.71689,70.944885
69.17247,74.44155,2.3824651,0.74927616,86.33352,39.987064
197.85219,111.67897,0.958813,1.2527052,158.83968,78.654465
173.90897,85.03468,1.493277,0.9114268,154.40353,75.56337
142.39682,85.846985,2.161582,1.1413946,131.91162,64.06199
154.06816,81.22426,1.4743356,1.894999,140.63545,69.53971
180.8791,87.78801,1.7687844,0.58808887,160.15834,77.07148
266.20374,105.75136,2.5592573,0.5984609,215.21838,103.33279
213.96765,102.96091,1.3893956,1.4338069,174.37798,86.219955
130.61322,132.1241,2.3944526,1.7727568,102.88582,50.092216
123.59688,131.99716,2.7656755,0.53744626,103.35035,46.529217
144.04608,141.14957,2.1667051,1.4856291,108.76661,52.924847
126.687126,98.40944,1.527889,1.9930676,113.69619,56.081493
287.40286,77.67401,0.9585235,1.1295061,237.49695,117.89984
241.20566,100.17062,0.92381585,0.8074509,195.27962,96.49571
287.87195,66.88928,1.5071247,1.6179405,242.57243,120.3547
175.3992,120.456085,2.1406455,1.6736283,139.77402,68.60797
200.20886,93.96748,2.4336472,1.1721392,169.9863,82.91692
218.34558,83.986176,1.6896996,0.6383066,188.0344,91.37005
56.680862,57.60941,2.7573068,1.2790867,83.16185,39.42524
186.16208,124.095825,1.2549095,0.76430047,146.42029,71.56824
166.63875,127.908775,1.9992659,0.6097222,133.17958,63.31082
104.91824,145.61134,1.1100366,1.7181158,77.745415,38.226635
78.006584,82.2865,2.0858874,1.7651004,86.427246,42.03189
285.6593,115.06553,2.8168368,1.5511093,221.60858,108.98828
276.63324,101.88473,2.187999,0.63802755,223.11504,108.1282
232.93358,68.15149,1.8337535,1.8860474,202.848,100.451744
294.28122,68.74256,1.289964,1.7994459,246.04958,122.30792
124.27402,125.60425,0.72443306,1.8945823,99.76873,49.501987
153.40967,71.28383,0.89461285,1.2001493,144.37874,71.44394
222.32733,136.40918,0.6777606,1.1110995,165.50128,82.14065
154.34668,117.46797,2.6384313,0.5773599,130.71823,60.7893
150.47064,117.075424,1.2285303,1.8034525,122.56271,60.60015
71.67982,132.92877,1.5629678,1.2106732,60.360382,28.8892
208.58266,124.4708,0.6298669,0.500082,161.72801,79.604485
99.4591,121.564125,1.4014504,1.9833219,84.23847,41.412617
179.54578,125.942085,2.8132064,1.1530285,142.043,68.581665
296.87195,78.78166,1.9798127,1.7010859,244.23622,120.95424
136.52309,73.48593,1.5267956,1.139296,132.22267,64.771225
135.60103,90.83993,2.401511,1.1320117,125.24286,60.499966
250.41411,127.758415,2.7136912,1.9097462,190.42926,93.79368
129.04333,134.99136,2.7227087,1.8727086,100.683075,48.887646
164.26532,136.82059,0.82512933,0.8999573,124.29048,61.22839
291.71732,84.228165,1.8397461,1.2734327,238.62129,117.86595
123.75328,93.65576,0.7235374,1.7594357,113.1302,56.153866
85.57372,65.659,0.88815796,1.2860451,98.25681,48.437794
105.04453,130.8298,2.709855,1.114844,86.72005,40.929314
140.3443,66.84365,0.75410104,1.9200671,136.44542,67.82996
115.68765,79.425575,1.1369787,1.91785,113.72713,56.270725
110.13353,141.28827,2.349463,1.0489584,85.60014,40.560253
225.49306,112.15065,2.9662166,1.8178484,179.61864,88.177605
196.24222,79.06842,0.5357299,1.1757176,171.22322,85.15594
134.99231,66.331406,0.94339967,1.272286,133.34033,65.928665
77.88608,65.616295,1.2598331,1.851629,92.76933,45.70428
135.64252,140.35129,2.7183225,1.1918112,104.28102,49.85966
122.24511,54.29978,2.4784641,1.1753944,131.34464,63.56369
134.32263,143.20647,2.5292797,1.0870275,102.180214,48.76333
62.234627,139.99826,2.550951,0.62381274,54.581604,23.201511
201.92863,103.098114,1.4371711,1.8307242,165.45703,81.943474
83.15955,95.992256,2.6716704,0.66159433,88.31474,40.11915
77.6501,138.88611,1.7148745,0.6743348,63.860405,29.387136
72.87085,122.048836,1.867442,1.35151,66.0036,31.620054
227.17296,147.27556,1.4185097,1.1710163,165.16449,81.37091
99.74666,140.39062,2.2802637,1.2793989,77.91204,37.173733
123.40614,67.21202,2.308203,1.3090074,126.14685,61.310097
272.9801,130.85597,1.6174995,1.9933364,204.3496,101.36334
241.37053,125.21649,2.850424,0.52180433,190.83278,89.95376
246.6739,64.49938,1.4262671,0.7990686,215.38864,105.90941
56.311684,124.01359,2.0663872,1.38835,53.48591,25.254581
85.362526,74.029396,2.8853247,0.58232224,100.61044,45.350353
127.81112,70.210396,2.45427,0.6574787,130.82184,61.67807
278.2622,100.9328,1.2948232,1.8246849,220.80127,109.691
187.78755,93.85593,1.1837736,1.5404063,159.29355,78.87829
81.512856,86.55592,1.9912443,1.0173599,88.20988,42.147675
175.78273,67.209625,1.7405264,1.44792,162.75795,80.17689
77.91615,127.3519,1.8379736,1.3811754,67.26177,32.30015
147.61258,149.8535,2.5552053,1.1761098,108.60405,52.129425
140.62811,88.92091,2.186937,1.872808,128.29356,62.979065
283.2077,66.3113,1.0489452,1.2497998,239.3568,118.8391
213.71709,97.42179,0.7294183,1.7820847,175.77327,87.47735
153.20361,56.55949,2.931772,0.6662073,155.76378,73.4812
196.11609,59.39721,1.6123874,0.945269,181.34944,88.96899
138.91681,83.34389,1.2575454,1.376853,129.09798,63.635643
224.11255,131.41525,0.83192384,1.6506296,168.76526,83.87865
224.44548,61.694294,2.9503486,0.9448414,202.62436,98.189575
208.56827,92.02083,2.380757,1.7910687,175.72444,86.533
126.277885,74.03649,0.95758057,0.6277885,124.933334,60.941326
281.64386,53.960537,0.6704167,0.96391106,243.32756,120.96826
156.95377,88.74446,2.835902,1.8138406,140.59573,68.7344
126.33542,97.08745,2.2881773,0.6896063,117.65652,55.51017
253.28926,91.59296,1.5663877,0.54660285,210.04634,102.15748
276.88208,136.55676,0.7111424,1.0606953,204.49207,101.5756
299.39496,120.028114,2.5076327,0.62514913,232.429,112.20324
212.03229,131.12975,0.90147376,1.4731052,160.41313,79.59459
132.38828,119.58446,2.3642535,1.1181369,110.61895,53.19501
238.4865,105.24588,0.5627756,1.0292319,190.30894,94.60769
282.24432,127.13796,0.63548803,1.6647642,211.94641,105.59149
52.395733,68.10252,0.55084383,1.2936351,73.132744,36.14056
159.51413,125.47668,2.8831782,0.57383066,131.62645,60.78877
89.75432,123.81569,2.8859236,0.5392889,82.97685,36.13708
198.29497,78.77966,0.68339545,1.7210314,172.72957,85.96767
226.6981,98.283966,2.7162929,1.5734384,186.55746,91.55237
149.17651,62.176174,0.9902171,1.6621456,145.04451,71.9265
164.54285,56.247597,0.58830905,0.6130224,159.08115,78.58091
231.26385,99.94476,2.3515756,1.1050676,189.68071,92.71236
153.99129,108.95277,2.4585776,1.8907815,129.44301,63.42121
70.027565,89.214714,2.4585347,1.8557982,77.96308,37.65675
275.017,115.4475,1.9693716,1.7598784,212.84755,105.30474
112.08569,61.399887,2.9496346,1.946252,120.19777,58.583324
161.26768,72.515884,0.6731796,1.0149769,149.34616,74.00984
186.7908,134.50978,2.3267384,0.6693863,145.02628,69.03721
167.48788,51.341396,1.3538939,1.6716164,163.07353,80.726814
57.414253,107.851074,1.8117354,1.728199,60.571632,29.237476
232.34999,138.49362,2.61211,1.0235063,174.54147,84.71861
118.22106,137.48438,0.85486907,1.1799849,90.8424,44.696735
110.16755,117.05592,2.2977903,1.2138822,95.51418,45.86416
204.86443,54.454964,1.5003254,0.5846927,190.94531,92.906654
109.76724,106.436844,2.5585256,0.93935317,100.96611,47.759346
117.23005,82.41708,1.7171755,1.0123451,115.12304,55.86529
132.88126,85.94452,2.3701715,1.5299871,124.58061,60.74115
128.0403,138.30963,2.949365,1.0311693,100.55353,47.416553
122.79532,83.00787,1.3036875,1.5884913,117.5943,57.97644
141.28928,64.19146,0.5186917,1.9253345,138.08086,68.77103
207.48447,59.8631,2.9290955,1.0901244,190.6718,92.64893
73.84776,131.56918,1.0618011,1.067189,62.06868,30.039389
99.339966,102.41263,2.0356617,0.77892596,95.08516,44.92916
176.82393,149.38324,2.527423,1.1927617,129.59425,62.678143
192.38351,110.225174,1.555882,0.56365263,158.40648,76.44291
244.03656,53.404064,2.7269177,1.7569458,217.92735,107.41158
87.1945,112.370384,2.5600677,1.8969657,80.33672,38.81879
214.89961,145.7522,1.4983397,1.4500302,156.79637,77.36487
246.04872,131.01147,2.077735,1.9593246,185.40195,91.640526
244.40752,115.00448,1.8447295,1.6277792,191.19385,94.46364
58.57231,62.4348,2.972861,1.7471559,81.796074,39.196503
127.29948,70.01827,2.6154115,1.9427218,127.129326,62.21839
67.5543,133.95071,0.9174478,0.7343498,56.916103,27.208714
95.898575,66.56711,1.8704398,1.1911591,106.499176,51.67932
244.62286,111.40668,2.424199,1.531764,193.53152,95.18313
156.33511,93.59385,2.7056298,1.0492487,139.52576,67.18425
228.08891,116.75403,2.1767902,0.7179799,181.50012,87.71822
101.62421,103.27161,2.2811463,1.0145049,95.82735,45.66515
193.99498,61.91648,1.519208,0.87820995,178.78917,87.66471
99.39276,80.0696,1.7771124,0.9869498,103.53729,49.96804
237.4865,143.60956,0.8848693,0.6786506,174.23462,85.81345
120.32762,105.88579,2.7790513,1.0237643,108.7323,51.65161
143.6551,125.35275,2.734299,1.6797388,115.499344,56.121857
66.54608,74.77486,1.0616928,0.9208205,81.41939,39.556705
175.41293,139.58203,0.67981994,1.5694742,130.37857,64.75614
293.68503,89.29681,2.7247345,0.63321793,241.93782,116.6659
235.67227,83.14681,0.6421112,0.77739775,198.16867,98.258354
108.30738,110.14273,2.5516522,1.3277345,97.18954,46.672962
176.68109,82.084335,0.53245026,1.9445515,155.69865,77.57551
161.29395,79.907524,1.1109335,0.5573629,148.097,72.05531
74.36572,92.84524,1.2207568,1.5764571,78.71952,38.585384
273.01138,97.14548,2.9247565,1.3811717,220.68515,108.22501
177.01508,71.56232,1.5384811,0.63717055,163.50482,79.337875
201.32463,117.090675,2.8282335,0.70544875,163.63464,77.80818
124.52138,51.540882,2.1131778,1.6278701,132.99507,65.19941
116.51011,130.69316,2.9609785,0.8752481,96.32875,44.781353
195.61119,146.37318,2.5779345,1.7755936,143.35071,70.223495
221.21387,108.08914,2.670593,0.73134506,181.18831,86.94253
203.03725,88.317085,2.8398116,1.8165786,173.69537,85.284424
114.75687,54.20496,1.380686,0.8673795,125.298195,61.057304
296.36224,123.480125,1.4063183,1.5538152,224.34593,111.2679
156.59946,140.96902,2.1527607,1.4744031,117.81301,57.446415
98.44812,142.74628,2.8511777,0.66148776,79.58631,35.482914
116.53592,104.4585,1.28999,0.8566698,104.90888,50.948627
298.0526,116.62308,0.766732,1.0683248,228.22437,113.39451
175.00601,147.91048,0.7721734,1.2523797,126.7806,62.77374
158.03198,107.46297,1.1724999,1.6204029,132.14381,65.348335
122.979774,75.86152,1.9494565,0.9417025,122.57368,59.216694
142.23183,52.528584,1.6053493,1.3603474,145.05348,71.34664
69.721436,121.86054,1.4166504,0.8431606,64.26103,30.450348
75.664566,119.47717,1.1656276,0.89349854,68.99099,33.19093
248.16118,144.43422,2.0751305,1.7394314,181.34761,89.4808
281.93118,74.54473,0.7203536,1.0445877,234.70253,116.66167
294.28754,121.47616,2.9797783,0.5928239,229.61052,109.778824
84.75722,83.45729,1.5564146,1.2815039,90.7942,44.182583
242.60791,87.57325,1.9832349,1.1430835,202.52422,99.52714
97.62918,129.17433,2.1617785,1.4632155,80.77103,38.908085
249.57002,54.166103,1.2636359,0.86740935,221.41711,109.25176
265.19427,136.85686,2.7364902,1.2823036,198.10588,96.91889
271.7339,123.25493,1.7407355,0.8799945,208.38371,102.21373
265.0064,70.284035,1.8525426,0.79672766,226.776,111.0628
253.19666,125.51478,0.5600487,1.4214448,191.91127,95.56164
177.43295,87.423386,1.9047241,1.4818149,155.39264,76.41093
232.4353,104.49985,2.1789076,1.3887506,187.76668,92.314354
130.27863,86.61708,1.9241844,1.9427838,121.635185,59.827152
229.42935,51.04434,1.6261195,1.319526,208.04817,102.79173
134.82475,94.8216,2.6938667,1.3137776,122.88053,59.38979
172.9011,124.39598,2.7382555,1.1519481,137.86972,66.55781
66.202644,94.18266,2.610577,0.52489936,78.314285,34.183662
142.31567,75.379364,1.5330479,1.5433381,135.05336,66.533356
109.265884,101.584274,1.9659308,1.8346647,100.32745,49.09217
132.8349,109.12436,0.87722707,1.3243202,113.3465,56.010845
95.17668,86.04922,0.81419724,0.6650772,97.1397,47.345634
62.569473,61.225796,1.5315323,1.9234164,83.876076,41.141785
183.13957,73.19284,1.8897185,1.418019,165.6351,81.48491
256.1224,91.84835,1.0219319,1.7924801,208.68118,103.77046
288.8437,118.00714,0.70663273,1.5757388,220.6688,109.88594
247.94427,144.46368,2.3186471,1.3683009,181.89655,89.253716
110.207825,100.92795,2.207016,1.0290258,102.81469,49.262592
51.373783,117.90211,0.9241213,1.4039766,51.392117,25.037838
222.41423,128.76855,2.581796,1.4913213,170.43968,83.48861
245.03925,78.19742,0.8156711,1.2045318,206.76796,102.7068
67.686,83.40915,2.6955748,0.77094656,81.88099,37.444054
219.82326,133.16528,2.4140549,0.8558445,168.26106,81.30983
280.68463,135.79941,1.3275412,0.56258786,209.94601,102.61329
182.57207,111.847946,2.9400716,0.9566677,151.14986,72.50167
99.69264,61.360878,1.0481572,1.1290922,110.52339,54.333378
277.48456,128.37932,1.1790111,1.8634043,208.37318,103.55385
228.37698,58.675247,2.7462995,0.8488126,206.8877,100.20838
257.77515,124.99112,1.4278979,0.51202035,198.82713,96.6248
90.46431,105.92572,1.2451394,1.6610802,84.577194,41.538998
247.7432,116.150734,1.9434158,1.8966539,192.93002,95.44036
89.6158,51.262604,1.5387805,0.66501844,109.63289,52.502544
298.6868,82.421234,2.537489,1.2425097,245.22754,120.571526
122.03754,121.234825,2.7705357,1.4884467,102.15668,49.21698
250.32088,138.48431,2.3060226,1.7335137,185.63632,91.48788
200.0302,85.68547,2.0203352,1.1153637,173.02979,84.7035
208.12631,144.5875,2.064021,1.5915946,152.8339,75.120125
155.83063,88.84206,1.7825443,1.8262541,138.9125,68.480194
226.34192,69.84268,1.8967961,1.6888944,197.63039,97.69208
122.90351,78.347824,1.7737364,1.6154187,120.06489,58.934425
57.17759,103.11135,2.602368,1.7061081,63.1153,30.032328
126.97462,91.113335,2.4490232,0.5779213,121.987076,56.75589
272.94232,124.200195,1.6243207,1.4094672,207.6622,102.678665
142.0913,72.3289,2.222033,1.8283784,136.51752,67.04347
214.2898,85.776474,1.819132,0.6557618,184.5515,89.501656
128.7842,50.44935,2.1917286,0.5925727,139.93709,66.269875
268.76868,140.81216,2.7762513,0.6306515,202.20409,96.69987
249.81128,90.59186,0.8995308,1.4802771,204.76535,101.77502
219.12671,60.584396,1.9276363,1.9460495,196.25511,97.13701
111.10479,97.587296,1.4899486,1.1819732,103.62394,50.55142
72.858765,99.90874,0.5279801,0.9518565,74.30208,36.596344
179.70618,113.88641,0.53534544,1.2943852,144.42966,71.80123
101.66778,94.51195,1.5863264,0.63160044,99.98844,47.482613
277.77423,131.45316,2.6446507,1.3798312,209.09691,102.63179
54.87803,82.74881,0.925768,0.75691307,69.7678,33.660812
230.85854,85.03447,2.1571712,0.74519455,196.87671,95.54359
299.61426,88.12651,2.470438,0.702901,245.54828,119.259514
237.60355,108.9265,0.8388995,1.037667,188.47466,93.428894
217.62234,140.061,2.2868314,1.7387791,161.58295,79.47628
54.73167,97.699326,1.9859173,1.4023334,63.531704,30.349697
295.23663,138.47145,0.6119849,1.77195,216.31752,107.81337
153.61905,139.27731,1.7259667,0.5264286,119.00709,56.22491
58.198948,73.96751,0.57648957,0.6392075,75.44443,36.820335
298.39536,95.703995,2.8428783,1.7095363,238.78494,117.72949
124.13367,76.39705,2.335852,1.840785,122.02381,59.742958
166.15656,120.7987,2.2289553,1.8869244,132.88562,65.26154
289.40994,82.42155,2.7096572,0.5534568,242.67764,116.44297
88.349915,115.252495,2.7059555,1.5859425,80.436325,38.511944
86.56375,102.98723,2.9909387,0.5104464,90.350204,39.315662
195.32716,67.17673,2.2657275,1.0281918,178.1631,86.87794
158.26826,66.38529,0.84752697,1.2651932,149.84062,74.25042
203.79272,51.163757,2.911045,1.6007211,190.52257,93.442726
70.161835,72.03093,2.0972311,1.0208883,86.46566,41.178505
178.73833,113.96771,1.2572502,0.60150105,146.09863,70.95912
119.40504,103.046295,1.2847939,0.52119553,108.93387,52.001854
113.54889,137.6051,2.91967,0.94923353,90.81247,42.330418
60.545387,56.03428,2.0276775,1.8215665,85.10793,41.440823
241.2773,98.53891,2.658556,1.5754135,196.80644,96.71569
199.07956,55.167507,1.847487,1.6209751,184.47037,91.09545
69.319595,100.29268,2.9046671,0.6434305,77.2662,34.11875
274.19397,118.21683,0.83533525,0.57609975,211.5456,104.32281
212.7026,55.147835,2.0479164,1.9439435,194.08633,95.98968
198.1954,144.15762,2.048273,1.7398947,145.75381,71.69965
101.607956,84.47045,1.7355834,0.92673457,103.33662,49.79552
193.85057,144.30182,2.8619678,1.3130637,144.0205,69.830635
295.4425,91.607445,2.0010147,1.7903169,237.65239,117.708534
260.73557,128.36575,1.8177135,1.9251277,196.86043,97.48598
77.64122,145.45383,2.6031654,0.64652425,63.158367,27.552786
289.10266,81.796326,1.6513174,0.8782797,238.41797,117.32884
184.68872,87.845665,1.6692364,1.5414505,160.10506,78.96965
235.12064,126.22647,0.71942586,1.8230319,178.69571,88.95323
272.08453,57.19345,1.7418103,1.3804815,235.92285,116.69966
281.56366,129.5964,1.1665311,1.2037139,211.24576,104.653755
77.55815,68.59434,2.4737277,1.2790513,93.049736,44.590828
284.45798,146.43817,2.8374221,1.932502,206.80827,101.935875
90.103134,67.231735,0.58383703,0.661153,101.093,49.66345
184.37076,79.42443,1.0259813,1.591679,162.8609,80.785866
87.65455,137.30927,2.9534621,0.71304476,73.966484,32.841198
147.59584,78.23066,1.2164721,1.3213094,137.49911,67.828896
169.31967,142.85757,2.8616705,0.54151255,131.5531,60.491947
160.0456,134.40097,2.9807055,1.7357593,123.45678,60.011143
155.25302,145.70058,1.4365158,0.83212495,115.2038,55.875576
184.85881,51.5359,0.73813534,1.2998214,175.05219,86.9582
298.30234,100.560394,2.3750238,0.7796328,238.61339,116.26037
247.62643,83.55432,2.3182158,1.3186845,207.86415,102.17409
244.93375,111.91019,2.836275,0.88477874,195.85635,94.72254
225.03093,62.247444,1.9305378,0.86643755,201.52763,98.535706
271.77264,120.5027,2.4296877,0.9249774,210.5175,102.632
169.23138,97.63131,0.6782007,1.7153493,143.88809,71.548676
184.93903,76.36557,1.9222698,1.3548121,165.68385,81.42307
200.72464,55.01982,2.044197,1.0568223,186.8438,91.48761
65.98369,126.15341,2.5334468,1.8887838,59.26733,28.292355
74.30539,81.90474,1.0808756,1.396977,83.364296,40.908413
190.32518,136.89381,1.6006196,1.0072896,143.83354,70.327736
126.09372,108.90072,1.0049176,1.2160865,108.86143,53.604362
172.70627,115.207016,0.908735,0.9567559,139.62978,68.865074
146.31766,92.41678,2.2703633,0.9524703,132.59636,63.91452
194.45784,93.07381,1.9406127,1.0157932,166.02458,81.10186
256.32697,83.01452,2.2466822,1.428735,214.04521,105.45008
133.54477,56.704956,1.7215362,0.582177,139.59709,66.84148
275.10757,131.43481,1.7192928,0.6659212,208.1502,101.49329
273.69522,68.512955,1.7020041,1.7534602,231.80626,114.93248
79.06273,129.14188,2.425203,1.070373,68.64937,32.058926
78.471725,83.13587,0.8850731,1.2223086,85.74171,42.146755
73.86564,131.32346,2.0194557,1.5119387,62.6735,30.001081
106.49747,142.8511,2.4354172,0.91453004,82.93775,38.80585
126.34047,69.41969,2.474988,1.775405,126.769104,61.99051
165.59131,141.28629,1.1501509,1.0802296,123.535,60.702766
144.60098,101.21863,2.717978,1.2957015,127.18942,61.49702
111.84393,61.803448,0.9169227,0.72984076,119.48183,58.48457
135.2883,120.41058,2.401798,1.5549791,111.52223,54.216526
129.78194,128.31195,2.7725024,0.7169261,107.52084,49.893215
297.62976,144.07559,1.790108,1.7061263,216.63063,107.26607
128.67139,52.403988,2.1329496,1.1438184,136.39893,66.33471
85.499886,145.14812,0.5658488,0.97607887,63.97889,31.409727
226.9622,137.90536,1.2555506,0.9989364,169.09485,83.29052
167.77982,149.18808,1.2588851,1.5361426,121.361404,59.861202
270.6955,127.250305,0.5862071,1.9845643,203.52573,101.46751
253.10408,75.69435,1.4852958,1.4537623,214.09348,106.02504
289.84113,137.93059,2.6226492,1.7097074,214.39334,105.66271
83.45506,145.69585,1.6306518,0.6178045,65.22601,29.973574
255.35793,80.88151,2.9852219,1.0730029,215.99518,105.21547
279.90485,91.82698,0.62478125,0.82525957,225.9449,112.21535
113.27106,139.12662,2.248519,0.71170616,90.08125,41.88129
289.8975,140.24913,2.830888,1.3787774,214.1817,105.03767
268.70538,133.02933,2.9649484,1.0155331,203.37639,98.768616
176.3689,138.30661,1.2651067,1.4197764,132.26219,65.24002
235.26906,74.305084,0.62135834,0.95178473,201.4226,100.05848
131.2973,91.37425,1.2905709,0.56612307,122.16577,58.80322
65.97703,80.02456,2.6766355,0.86402,81.54148,37.67285
206.5975,125.9869,1.859521,0.52909636,162.88173,77.92634
212.26566,112.46062,2.94475,1.412431,170.685,83.25764
93.30513,61.377346,0.8372772,0.68695116,106.36884,51.965595
235.62495,93.71942,0.9672724,1.8265259,193.18031,96.06059
68.22217,59.227245,2.3870418,1.574603,89.79839,43.383232
282.578,52.94416,2.178599,0.8291866,247.1902,120.96772
296.0488,145.58139,0.9378985,1.0356644,214.65083,106.41981
209.0323,74.84895,2.9128957,0.57803744,188.71532,89.3184
96.5714,122.31648,1.2679217,1.7903212,81.85566,40.219624
235.83391,88.86607,0.7111259,0.9146132,195.76378,97.10437
196.30197,89.87504,2.0973842,1.0924444,168.72623,82.44323
208.98985,99.967705,1.0497074,1.3054051,171.86966,85.130684
216.08167,138.99638,1.1551518,1.6140876,160.08228,79.32546
270.16943,93.0832,1.0517032,1.026408,218.83492,108.39278
121.27051,141.37329,2.089986,1.6177069,92.16459,44.790348
146.88187,129.25539,2.335617,1.6357343,115.845985,56.495117
209.08824,134.30045,2.590707,1.1573318,159.27501,77.39898
188.62013,54.652985,1.0426662,1.7472856,176.44412,87.62534
275.7972,76.62023,1.4578614,0.5923126,231.96262,113.52001
109.345184,59.263783,2.916778,0.841614,121.94164,57.505127
170.44792,89.38057,1.107884,1.1911428,149.057,73.59839
198.35664,89.643906,1.2981703,1.1736372,169.1304,83.45907
141.80138,110.16019,1.5096433,1.5160778,119.78342,58.895947
260.2146,144.79854,0.6431483,1.7916944,188.60957,93.94582
188.6727,122.44526,0.82609254,0.70843875,148.2412,72.95453
59.471252,65.207115,2.8636127,1.6435617,81.308304,38.91183
161.45801,68.64283,1.9807422,1.4299543,152.17334,74.701485
118.30539,137.75528,1.9835523,1.8728766,91.26459,44.573193
187.1464,104.9772,2.2455373,1.6503026,154.91531,76.09697
160.473,114.12524,2.510185,1.0869808,133.2975,64.33943
51.00823,73.848236,2.5896413,1.1436503,72.30572,33.888496
152.22183,93.90254,2.6452956,0.75090134,137.80426,65.3793
163.02759,114.235245,2.2545152,1.4154855,134.05136,65.432945
138.1402,67.188736,2.6923342,1.83691,136.25595,66.662285
289.84753,132.63307,2.5667205,1.5080794,216.9083,106.75219
147.7251,124.917206,1.5409869,1.8564097,117.45355,57.89668
255.30215,70.84139,1.862595,1.5495534,218.00098,107.798454
205.96472,79.49596,1.095231,1.3943117,178.45584,88.442406
69.48336,88.24495,0.8094189,1.08763,77.16057,37.836082
204.37326,107.78131,2.9356022,0.60205376,171.0403,80.64417
278.59195,81.659,0.81916976,1.109405,229.33807,113.930664
93.23742,147.83105,0.9685389,1.886651,68.26107,33.617176
94.20313,51.839535,0.542561,1.9021218,109.76419,54.596867
297.35614,71.74002,0.7924932,0.99625874,247.07362,122.74134
275.43875,69.65108,2.0341446,1.8655891,232.73486,115.27708
105.26325,113.51902,2.349979,1.8682454,92.61968,45.051983
250.21812,107.09535,0.7080852,0.61004174,198.77307,98.22584
159.00848,85.7522,1.8494712,0.5101867,146.29097,69.520386
51.758827,142.67291,0.8271833,0.8764554,41.459026,19.785732
184.39168,56.837345,1.9866656,1.1741079,174.05243,85.33415
215.38675,117.622505,2.4966273,1.540526,170.03894,83.39883
137.50488,72.48742,1.270402,1.5640246,132.59784,65.48664
218.48543,88.61457,1.2012211,1.7251325,183.3638,90.98558
68.11239,51.84998,2.5641868,0.8827001,94.86591,44.528015
261.627,62.67465,0.9444137,1.7516422,225.0718,111.99675
281.56677,57.577538,1.4945321,1.4209902,242.23125,120.06388
243.93333,121.8137,0.70926523,0.7175585,187.72998,92.876564
196.18642,81.22467,2.6259186,0.69571745,175.0003,83.725746
216.16861,126.15504,2.1486776,1.5166297,166.64935,81.90792
84.55652,72.90256,1.2534165,1.948315,94.35833,46.535828
143.76582,87.61177,2.639541,0.7520545,134.44167,63.71105
163.06656,106.05235,2.9335508,1.3388686,138.44093,67.02939
105.43923,141.89624,2.2602282,0.5399867,84.766365,38.197468
82.67249,86.52432,0.8672722,1.7385173,86.968285,42.98529
259.0772,128.98608,1.477433,1.4711202,195.49583,96.74361
259.83066,113.793594,2.7554986,1.0589738,204.8276,99.81173
61.47647,130.41013,2.658399,1.6462541,54.614304,25.692335
214.77649,131.58542,1.3390487,1.5610468,162.52914,80.406784
225.85027,120.290794,2.5771623,1.7555252,176.1513,86.60763
293.74603,84.92264,0.9322964,1.3250059,238.71402,118.65342
247.31921,85.966675,2.0853102,1.2574034,206.46861,101.575874
289.91708,119.465065,2.8518822,1.6098939,222.70073,109.57887
134.0763,127.25213,1.9768753,1.5029364,107.39693,52.383118
262.54828,97.33133,0.7567332,0.6143223,211.86653,104.70143
276.67517,125.063774,2.1249084,0.96211225,211.46721,103.52501
56.958992,69.919044,2.446646,1.7137046,77.04496,37.09479
74.66166,128.1829,2.619346,0.86797595,66.99102,30.477753
200.30067,93.86426,0.92774886,1.8301558,167.85426,83.420204
243.25473,65.59141,1.525617,1.1060802,211.89891,104.57015
112.89837,75.705795,1.6849428,1.968377,113.704926,55.996456
188.76682,61.81509,1.5314559,0.8091265,175.33089,85.772705
174.81854,110.08587,1.4725876,1.7804304,143.15804,70.75191
206.63846,70.34696,1.2995942,0.9187834,183.75659,90.46382
107.8313,85.68182,2.1804855,1.7803733,106.336914,51.94372
245.50487,96.86725,2.344002,1.6641232,200.144,98.66346
258.12616,69.49197,1.5072129,1.5520107,220.2666,109.16216
88.267715,101.28388,2.732276,1.4694672,86.58295,41.432102
176.21094,93.65437,1.7432826,1.6980551,151.47972,74.71321
175.34683,115.837105,2.05472,0.9510429,142.97542,69.3272
215.13947,136.12038,2.0628362,1.0081767,162.5425,79.22512
291.44806,69.81654,1.32439,1.4537605,243.84296,121.010475
211.65793,127.33731,1.6951274,0.71803766,164.26933,79.7739
146.59726,98.94066,1.6103969,1.2945704,128.37198,62.942036
287.2666,71.42226,2.2227218,1.5630108,240.89816,119.026985
127.433395,77.32431,1.0784417,0.56861466,124.880005,60.5434
138.70352,112.7269,1.1761955,1.2095897,116.43726,57.24624
183.53442,110.410675,0.5434315,1.2924931,148.66351,73.91131
79.8114,98.38499,1.2062256,0.6725948,81.690865,39.052032
